Date,Ticker,Open,High,Low,Close,Adj_Close,Volume
1/20/2010,AAPL,6.439348828,6.458525189,6.27724927,6.344067097,6.344067097,612152800
1/20/2010,AMZN,6.356500149,6.460000038,6.254000187,6.289000034,6.289000034,181494000
1/20/2010,AVGO,1.247553059,1.268686066,1.228533286,1.265163898,1.265163898,1938000
1/20/2010,GOOG,14.48614701,14.48614701,14.22187656,14.34844971,14.34844971,130515377
1/20/2010,GOOGL,14.5541963,14.5541963,14.28868628,14.41585255,14.41585255,129897972
1/20/2010,MSFT,23.02542878,23.12258328,22.65176066,22.86101532,22.86101532,54849500
1/20/2010,NVDA,0.394467969,0.399510575,0.389196171,0.397906095,0.397906095,719728000
1/21/2010,AAPL,6.354554584,6.391408725,6.208634205,6.23440218,6.23440218,608154400
1/21/2010,AMZN,6.362999916,6.40749979,6.25,6.330999851,6.330999851,199412000
1/21/2010,AVGO,1.258823971,1.30249892,1.253188569,1.267277241,1.267277241,3386000
1/21/2010,GOOG,14.42335469,14.50691263,14.14672387,14.41198254,14.41198254,253253712
1/21/2010,GOOGL,14.49111126,14.5750612,14.21318096,14.47968578,14.47968578,252055692
1/21/2010,MSFT,22.87595895,22.95816495,22.42008346,22.42755699,22.42755699,73086700
1/21/2010,NVDA,0.397676876,0.404782346,0.387133281,0.390800625,0.390800625,608632000
1/22/2010,AAPL,6.195751873,6.217324936,5.907507899,5.92518568,5.92518568,881767600
1/22/2010,AMZN,6.28000021,6.383500099,6.038000107,6.071499825,6.071499825,231378000
1/22/2010,AVGO,1.259528253,1.272208073,1.224306579,1.236986399,1.236986399,9235000
1/22/2010,GOOG,13.95513523,14.10593503,13.22239727,13.59692478,13.59692478,273035583
1/22/2010,GOOGL,14.02069157,14.17219862,13.28451175,13.66079807,13.66079807,271743984
1/22/2010,MSFT,22.42008894,22.56955677,21.55317895,21.64285851,21.64285851,102004600
1/22/2010,NVDA,0.386216399,0.393321868,0.374985202,0.377277285,0.377277285,1067916000
1/25/2010,AAPL,6.06780688,6.133425349,5.998292733,6.084586143,6.084586143,1065699600
1/25/2010,AMZN,6.105000019,6.113999844,5.906000137,6.015500069,6.015500069,240478000
1/25/2010,AVGO,1.244735395,1.253893049,1.229942339,1.243326545,1.243326545,2614000
1/25/2010,GOOG,13.51237754,13.59371104,13.23846716,13.34946537,13.34946537,177458675
1/25/2010,GOOGL,13.57585165,13.65756778,13.30065398,13.41217422,13.41217422,176619204
1/25/2010,MSFT,21.85210892,22.16599016,21.74748231,21.91189575,21.91189575,63373000
1/25/2010,NVDA,0.383465996,0.391029878,0.3807155,0.383695215,0.383695215,643676000
1/26/2010,AAPL,6.170881455,6.403394515,6.069906208,6.170581818,6.170581818,1867110000
1/26/2010,AMZN,6.027999878,6.149000168,5.953000069,5.973999977,5.973999977,191180000
1/26/2010,AVGO,1.199651629,1.267981761,1.186267423,1.251075387,1.251075387,7654000
1/26/2010,GOOG,13.29927938,13.58678728,13.25774841,13.40928936,13.40928936,174873019
1/26/2010,GOOGL,13.361756,13.6506139,13.3200295,13.47228146,13.47228146,174045780
1/26/2010,MSFT,21.82222073,22.30798904,21.74001328,22.04642105,22.04642105,66639900
1/26/2010,NVDA,0.381861601,0.384382905,0.371318003,0.371547222,0.371547222,714636000
1/27/2010,AAPL,6.19784797,6.309609747,5.978518535,6.228710175,6.228710175,1722568400
1/27/2010,AMZN,6.051499844,6.166500092,5.940000057,6.137499809,6.137499809,295306000
1/27/2010,AVGO,1.242622396,1.264459793,1.215149429,1.226420403,1.226420403,6963000
1/27/2010,GOOG,13.38086163,13.53858279,13.23352252,13.40138054,13.40138054,159170382
1/27/2010,GOOGL,13.44371637,13.60217939,13.29568592,13.46433163,13.46433163,158417424
1/27/2010,MSFT,21.93431837,22.28556588,21.68769747,22.17346573,22.17346573,63949500
1/27/2010,NVDA,0.371317921,0.383007559,0.367192165,0.381632298,0.381632298,812504000
1/28/2010,AAPL,6.140318345,6.157396847,5.953648576,5.971326351,5.971326351,1173502400
1/28/2010,AMZN,6.22149992,6.360000134,6.139999866,6.301499844,6.301499844,545862000
1/28/2010,AVGO,1.236282045,1.249666333,1.215149039,1.248257399,1.248257399,144576000
1/28/2010,GOOG,13.46046251,13.52251334,13.1170849,13.20830727,13.20830727,129648138
1/28/2010,GOOGL,13.5236958,13.58603758,13.17870437,13.27035427,13.27035427,129034836
1/28/2010,MSFT,22.30050902,22.32292962,21.59053917,21.79232025,21.79232025,117513700
1/28/2010,NVDA,0.384612104,0.385987366,0.363524907,0.368796706,0.368796706,687764000
1/29/2010,AAPL,6.024961933,6.05852047,5.70046233,5.754695415,5.754695415,1245952400
1/29/2010,AMZN,6.488500118,6.59250021,6.206999779,6.270500183,6.270500183,589426000
1/29/2010,AVGO,1.248257045,1.258119162,1.215148695,1.224306345,1.224306345,33570000
1/29/2010,GOOG,13.31213542,13.37393824,12.99372563,13.10076904,13.10076904,166240784
1/29/2010,GOOGL,13.37466956,13.43676238,13.05476386,13.16230965,13.16230965,165454380
1/29/2010,MSFT,22.34535036,22.36029742,20.67131757,21.05993271,21.05993271,193888500
1/29/2010,NVDA,0.372922498,0.377048256,0.34725113,0.352752149,0.352752149,774700000
2/1/2010,AAPL,5.763984049,5.872749863,5.731923695,5.83469677,5.83469677,749876400
2/1/2010,AMZN,6.15899992,6.243000031,5.690999985,5.943500042,5.943500042,755488000
2/1/2010,AVGO,1.224306648,1.246144121,1.217966696,1.232759833,1.232759833,5095000
2/1/2010,GOOG,13.21596986,13.24588257,13.10966761,13.17690945,13.17690945,90369462
2/1/2010,GOOGL,13.27805241,13.3081064,13.17125248,13.23880959,13.23880959,89941968
2/1/2010,MSFT,21.21687399,21.28413437,20.8656265,21.23182106,21.23182106,85931100
2/1/2010,NVDA,0.354127373,0.380486371,0.351147657,0.37979874,0.37979874,949832000
2/2/2010,AAPL,5.870053654,5.882338369,5.794247103,5.868555069,5.868555069,698342400
2/2/2010,AMZN,5.939499855,5.948999882,5.71999979,5.906000137,5.906000137,461594000
2/2/2010,AVGO,1.233464025,1.253892559,1.222193058,1.246848226,1.246848226,17729000
2/2/2010,GOOG,13.22486823,13.22486823,13.04316752,13.12994003,13.12994003,164462143
2/2/2010,GOOGL,13.28699433,13.28699433,13.10443945,13.19161892,13.19161892,163684152
2/2/2010,MSFT,21.20193849,21.29909161,21.03005,21.26919746,21.26919746,54413700
2/2/2010,NVDA,0.378423417,0.388508602,0.377277375,0.383695215,0.383695215,849812000
2/3/2010,AAPL,5.847879371,5.998593531,5.825407003,5.969529152,5.969529152,615328000
2/3/2010,AMZN,5.855999947,5.980500221,5.828000069,5.954999924,5.954999924,248118000
2/3/2010,AVGO,1.235577717,1.246144305,1.231351165,1.241213202,1.241213202,12857000
2/3/2010,GOOG,13.06937237,13.40137972,13.05849528,13.36973572,13.36973572,120413655
2/3/2010,GOOGL,13.13076864,13.46433365,13.11984009,13.43254185,13.43254185,119844036
2/3/2010,MSFT,21.11972469,21.51581345,21.01509806,21.39623833,21.39623833,61397900
2/3/2010,NVDA,0.380257117,0.388508631,0.378423445,0.38690415,0.38690415,562296000
2/4/2010,AAPL,5.894622531,5.943762191,5.740013865,5.754396439,5.754396439,757652000
2/4/2010,AMZN,5.93200016,6.016499996,5.787000179,5.796999931,5.796999931,255680000
2/4/2010,AVGO,1.224306553,1.238395222,1.201764614,1.213035583,1.213035583,13767000
2/4/2010,GOOG,13.275301,13.3000208,12.99249,13.02264977,13.02264977,135614418
2/4/2010,GOOGL,13.33766261,13.36249936,13.05352314,13.08382511,13.08382511,134972892
2/4/2010,MSFT,21.20940228,21.29908326,20.78342085,20.80584145,20.80584145,77850000
2/4/2010,NVDA,0.383465932,0.383465932,0.360315877,0.364441633,0.364441633,783480000
2/5/2010,AAPL,5.771773026,5.872748251,5.718438463,5.85656786,5.85656786,850306800
2/5/2010,AMZN,5.794000149,5.882500172,5.704999924,5.86950016,5.86950016,220496000
2/5/2010,AVGO,1.215149175,1.220080193,1.169360905,1.211627007,1.211627007,5387000
2/5/2010,GOOG,13.06269729,13.18877442,12.91585231,13.13414097,13.13414097,126713179
2/5/2010,GOOGL,13.1240613,13.25073253,12.9765287,13.19584179,13.19584179,126113760
2/5/2010,MSFT,20.92541586,21.13467053,20.60406103,20.94036293,20.94036293,80960100
2/5/2010,NVDA,0.363983268,0.372693192,0.357565401,0.371776342,0.371776342,604856000
2/8/2010,AAPL,5.863460844,5.929079729,5.812823005,5.816418648,5.816418648,478270800
2/8/2010,AMZN,5.968999863,6.050000191,5.828000069,5.841499805,5.841499805,197804000
2/8/2010,AVGO,1.203173802,1.217966943,1.188380746,1.198242784,1.198242784,4983000
2/8/2010,GOOG,13.16405448,13.39890631,13.1400749,13.18803406,13.18803406,108175956
2/8/2010,GOOGL,13.22589481,13.46185061,13.20180297,13.24998665,13.24998665,107664228
2/8/2010,MSFT,20.93288801,20.98520132,20.60405967,20.71615982,20.71615982,52820600
2/8/2010,NVDA,0.370630451,0.380028009,0.363754197,0.371088862,0.371088862,445160000
2/9/2010,AAPL,5.885334014,5.917694004,5.835295845,5.878442764,5.878442764,632886800
2/9/2010,AMZN,5.909999847,5.954500198,5.849999905,5.901500225,5.901500225,184460000
2/9/2010,AVGO,1.200355539,1.224306322,1.184858022,1.196833372,1.196833372,1896000
2/9/2010,GOOG,13.33809308,13.38728752,13.22758899,13.26145649,13.26145649,113206742
2/9/2010,GOOGL,13.40074919,13.45017565,13.28972587,13.32375336,13.32375336,112671216
2/9/2010,MSFT,20.90298818,21.17950314,20.73857477,20.93288231,20.93288231,59195800
2/9/2010,NVDA,0.377048131,0.378881803,0.36444167,0.368108988,0.368108988,930144000
2/10/2010,AAPL,5.869452429,5.890727049,5.820613214,5.846381187,5.846381187,370361600
2/10/2010,AMZN,5.900000095,5.930500031,5.800000191,5.868000031,5.868000031,124664000
2/10/2010,AVGO,1.187676142,1.193311627,1.163020967,1.183449507,1.183449507,5780000
2/10/2010,GOOG,13.2028693,13.2948319,13.04514814,13.21226311,13.21226311,107380987
2/10/2010,GOOGL,13.26488951,13.35728432,13.10642647,13.27432823,13.27432823,106873020
2/10/2010,MSFT,20.94783045,21.10477034,20.8058362,20.91793633,20.91793633,48591300
2/10/2010,NVDA,0.370401186,0.378652673,0.367879883,0.375214547,0.375214547,535828000
2/11/2010,AAPL,5.839189212,5.985109155,5.814619391,5.952748775,5.952748775,550345600
2/11/2010,AMZN,5.860499859,6.020999908,5.824999809,6.004499912,6.004499912,166870000
2/11/2010,AVGO,1.180631688,1.21514898,1.162316383,1.206695795,1.206695795,3700000
2/11/2010,GOOG,13.184326,13.36157782,13.08989191,13.26046848,13.26046848,96761331
2/11/2010,GOOGL,13.24625977,13.42434421,13.1513813,13.32275867,13.32275867,96303600
2/11/2010,MSFT,20.87310048,21.22434798,20.70121349,21.01509476,21.01509476,65993700
2/11/2010,NVDA,0.381173982,0.396530969,0.378423487,0.392405212,0.392405212,695980000
2/12/2010,AAPL,5.935969518,6.041739324,5.857766302,6.003985882,6.003985882,655468800
2/12/2010,AMZN,5.949500084,5.997000217,5.875,5.982999802,5.982999802,161470000
2/12/2010,AVGO,1.196129276,1.225011085,1.182745072,1.222897768,1.222897768,1632000
2/12/2010,GOOG,13.17567459,13.27900933,13.11461294,13.17938232,13.17938232,91529795
2/12/2010,GOOGL,13.23756839,13.34138772,13.17621952,13.24129295,13.24129295,91096812
2/12/2010,MSFT,20.78342691,20.97026102,20.61153986,20.87310791,20.87310791,81117200
2/12/2010,NVDA,0.389654651,0.405699238,0.385299675,0.397676945,0.397676945,780212000
2/16/2010,AAPL,6.050729556,6.103164817,6.038145205,6.094475746,6.094475746,543737600
2/16/2010,AMZN,6.002999783,6.025000095,5.859000206,5.87650013,5.87650013,178654000
2/16/2010,AVGO,1.225715533,1.233464335,1.21655788,1.231351018,1.231351018,4227000
2/16/2010,GOOG,13.27208547,13.45156172,13.20855232,13.38160038,13.38160038,146723904
2/16/2010,GOOGL,13.33443331,13.51475249,13.27060077,13.44446278,13.44446278,146029824
2/16/2010,MSFT,21.12087091,21.30107157,21.03828049,21.28605461,21.28605461,51935600
2/16/2010,NVDA,0.40294873,0.406616075,0.398135343,0.405011594,0.405011594,457024000
2/17/2010,AAPL,6.118147213,6.121742856,6.018370103,6.06900835,6.06900835,436396800
2/17/2010,AMZN,5.853499889,5.856500149,5.777500153,5.815499783,5.815499783,178896000
2/17/2010,AVGO,1.239804611,1.239804611,1.209513942,1.226420403,1.226420403,5077000
2/17/2010,GOOG,13.39890781,13.43351743,13.29038205,13.30521488,13.30521488,81492313
2/17/2010,GOOGL,13.46184939,13.49662179,13.35281283,13.36771488,13.36771488,81106812
2/17/2010,MSFT,21.42120574,21.51130464,21.29356443,21.46625519,21.46625519,45882900
2/17/2010,NVDA,0.4100542,0.410283392,0.39721852,0.408908159,0.408908159,876560000
2/18/2010,AAPL,6.041441385,6.10915854,6.020167961,6.080393791,6.080393791,422825200
2/18/2010,AMZN,5.791999817,5.925499916,5.741000175,5.903999805,5.903999805,196002000
2/18/2010,AVGO,1.230646645,1.232759963,1.218671291,1.229237795,1.229237795,4619000
2/18/2010,GOOG,13.28865174,13.47332,13.25404212,13.42906857,13.42906857,93826371
2/18/2010,GOOGL,13.35107584,13.53661133,13.31630344,13.49215221,13.49215221,93382524
2/18/2010,MSFT,21.46625465,21.79662063,21.40618824,21.75156975,21.75156975,42856500
2/18/2010,NVDA,0.386445756,0.388508648,0.371547209,0.382090807,0.382090807,1515508000
2/19/2010,AAPL,6.04833228,6.088482423,6.025859513,6.042638779,6.042638779,415469600
2/19/2010,AMZN,5.895500183,5.954500198,5.849999905,5.875999928,5.875999928,142312000
2/19/2010,AVGO,1.232759739,1.241212924,1.22289762,1.234873056,1.234873056,3746000
2/19/2010,GOOG,13.36256478,13.44908928,13.34204683,13.3682518,13.3682518,102506786
2/19/2010,GOOGL,13.4253409,13.5122705,13.40472563,13.43105316,13.43105316,102021876
2/19/2010,MSFT,21.61642115,21.71402853,21.54133778,21.60140419,21.60140419,44451800
2/19/2010,NVDA,0.380486302,0.384612058,0.378194218,0.38002789,0.38002789,510548000
2/22/2010,AAPL,6.062715575,6.067509366,5.968331937,6.005186081,6.005186081,390563600
2/22/2010,AMZN,5.868500233,5.948500156,5.809000015,5.900499821,5.900499821,136146000
2/22/2010,AVGO,1.232759984,1.239099852,1.213740293,1.22219348,1.22219348,8465000
2/22/2010,GOOG,13.5311655,13.53487323,13.37418552,13.41868401,13.41868401,86105539
2/22/2010,GOOGL,13.59472814,13.5984546,13.43701191,13.48171902,13.48171902,85698216
2/22/2010,MSFT,21.65395911,21.72904247,21.51130086,21.57136726,21.57136726,36707100
2/22/2010,NVDA,0.381632222,0.387362458,0.378194097,0.3807154,0.3807154,458084000
2/23/2010,AAPL,5.992602245,6.032453162,5.864061184,5.904510975,5.904510975,575094800
2/23/2010,AMZN,5.900499821,5.962500095,5.825500011,5.861999989,5.861999989,141364000
2/23/2010,AVGO,1.222193028,1.232055061,1.206695511,1.224306345,1.224306345,18202000
2/23/2010,GOOG,13.42362905,13.43920305,13.15886354,13.22758961,13.22758961,115334688
2/23/2010,GOOGL,13.48668818,13.50233515,13.22068027,13.28972721,13.28972721,114789096
2/23/2010,MSFT,21.53382528,21.6464496,21.09083504,21.27103424,21.27103424,52266200
2/23/2010,NVDA,0.381861601,0.383466055,0.367650657,0.371547222,0.371547222,489764000
2/24/2010,AAPL,5.939567632,6.035749099,5.927881791,6.012378216,6.012378216,460566400
2/24/2010,AMZN,5.897999763,5.989999771,5.857500076,5.986000061,5.986000061,147798000
2/24/2010,AVGO,1.23275976,1.258823782,1.226419892,1.249666214,1.249666214,8523000
2/24/2010,GOOG,13.20064354,13.31089964,13.11486114,13.13859272,13.13859272,93412827
2/24/2010,GOOGL,13.26265534,13.37342974,13.17646971,13.20031357,13.20031357,92970936
2/24/2010,MSFT,21.41369977,21.61642448,21.30858246,21.49629021,21.49629021,43165900
2/24/2010,NVDA,0.374756123,0.383007637,0.373610081,0.379340291,0.379340291,445868000
2/25/2010,AAPL,5.914097438,6.078294445,5.899415631,6.052526474,6.052526474,665126000
2/25/2010,AMZN,5.908500195,5.916999817,5.792500019,5.909999847,5.909999847,190668000
2/25/2010,AVGO,1.267981485,1.295454442,1.246144097,1.274321437,1.274321437,23197000
2/25/2010,GOOG,13.03105435,13.0649228,12.85503971,13.01399612,13.01399612,132864148
2/25/2010,GOOGL,13.09226821,13.12629569,12.91542655,13.07513142,13.07513142,132235632
2/25/2010,MSFT,21.22599405,21.51130921,21.03828628,21.47376823,21.47376823,48735300
2/25/2010,NVDA,0.370630347,0.376818996,0.361232792,0.375902146,0.375902146,576972000
2/26/2010,AAPL,6.063913015,6.147509713,6.052527212,6.131030083,6.131030083,507460800
2/26/2010,AMZN,5.894000053,5.97149992,5.849999905,5.920000076,5.920000076,114432000
2/26/2010,AVGO,1.271503702,1.281365822,1.265163834,1.278548121,1.278548121,2807000
2/26/2010,GOOG,13.03847071,13.14551412,12.94106911,13.02314377,13.02314377,82279251
2/26/2010,GOOGL,13.0997219,13.2072677,13.00186186,13.08432198,13.08432198,81890028
2/26/2010,MSFT,21.51130826,21.66147504,21.40619238,21.52632523,21.52632523,40370600
2/26/2010,NVDA,0.374068268,0.376818789,0.369025691,0.371317774,0.371317774,393396000
3/1/2010,AAPL,6.164889268,6.277250728,6.155900559,6.261970043,6.261970043,550093600
3/1/2010,AMZN,5.934999943,6.232999802,5.87650013,6.227000237,6.227000237,265930000
3/1/2010,AVGO,1.317292301,1.324336638,1.276435128,1.289114952,1.289114952,8722000
3/1/2010,GOOG,13.08247616,13.1835855,13.04638231,13.16875267,13.16875267,89851528
3/1/2010,GOOGL,13.14393022,13.24551575,13.10766799,13.23061275,13.23061275,89426484
3/1/2010,MSFT,21.60140437,21.8116361,21.42120514,21.78911209,21.78911209,43805400
3/1/2010,NVDA,0.371547165,0.388050164,0.368567451,0.386216491,0.386216491,555868000
3/2/2010,AAPL,6.290133941,6.317100864,6.224515054,6.257774353,6.257774353,566546400
3/2/2010,AMZN,6.250500202,6.367499828,6.239999771,6.276500225,6.276500225,241950000
3/2/2010,AVGO,1.281365797,1.320109641,1.281365797,1.31870079,1.31870079,9810000
3/2/2010,GOOG,13.23772418,13.48938529,13.22610403,13.37566853,13.37566853,174925214
3/2/2010,GOOGL,13.29991057,13.55275518,13.28823805,13.43850327,13.43850327,174097728
3/2/2010,MSFT,21.83416241,21.99934469,21.20346434,21.36864662,21.36864662,93123900
3/2/2010,NVDA,0.389654657,0.394468017,0.383236816,0.385987312,0.385987312,538648000
3/3/2010,AAPL,6.260471198,6.288336634,6.230508303,6.272156239,6.272156239,372052800
3/3/2010,AMZN,6.269999981,6.347000122,6.22149992,6.294499874,6.294499874,128808000
3/3/2010,AVGO,1.320814162,1.404641805,1.320814162,1.332085133,1.332085133,10634000
3/3/2010,GOOG,13.40780591,13.55020106,13.33092415,13.48098183,13.48098183,124039193
3/3/2010,GOOGL,13.47079131,13.61385443,13.39354749,13.54431057,13.54431057,123452424
3/3/2010,MSFT,21.40618903,21.4812724,21.2860562,21.36864662,21.36864662,48442100
3/3/2010,NVDA,0.388279471,0.390342336,0.377965091,0.381173998,0.381173998,399300000
3/4/2010,AAPL,6.27065869,6.319797548,6.251181889,6.313505173,6.313505173,366041200
3/4/2010,AMZN,6.298999786,6.442500114,6.27850008,6.426499844,6.426499844,150194000
3/4/2010,AVGO,1.339129676,1.355331667,1.303203526,1.342651844,1.342651844,3966000
3/4/2010,GOOG,13.51015174,13.7482172,13.50273533,13.7101469,13.7101469,127829347
3/4/2010,GOOGL,13.57361789,13.81280133,13.56616686,13.77455235,13.77455235,127224648
3/4/2010,MSFT,21.36864888,21.51130717,21.22599203,21.49629021,21.49629021,42890600
3/4/2010,NVDA,0.38277833,0.385758045,0.377048121,0.381861508,0.381861508,557396000
3/5/2010,AAPL,6.440249347,6.582873334,6.430960602,6.560400963,6.560400963,899620400
3/5/2010,AMZN,6.456500053,6.472499847,6.353499889,6.445499897,6.445499897,135386000
3/5/2010,AVGO,1.341946845,1.384917315,1.341946845,1.363784313,1.363784313,3767000
3/5/2010,GOOG,13.8772631,14.03350097,13.84141726,13.94796562,13.94796562,157074555
3/5/2010,GOOGL,13.94245223,14.09942448,13.90643799,14.01348591,14.01348591,156331512
3/5/2010,MSFT,21.51881312,21.53383008,21.33861388,21.46625519,21.46625519,56001800
3/5/2010,NVDA,0.379111095,0.396301726,0.379111095,0.39355123,0.39355123,632832000
3/8/2010,AAPL,6.592160245,6.59455694,6.539425354,6.564294815,6.564294815,429889600
